BLDG_A,,BLDG_B,BLDG_B,BLDG_C,BLDG_C,BLDG_D,BLDG_D,BLDG_E,BLDG_E,BLDG_F,BLDG_F,CENTRAL,CENTRAL
1765.626596,0,314.8653757,0,800.1337809,0,857.2029306,0,191.3695085,0,271.8938947,0,4201.092086,0
1744.248195,0,311.4865822,0,787.2184596,0,840.9486427,0,188.3864009,0,267.110264,0,4139.398544,0
1894.05065,0,342.1159364,0,845.1453042,0,942.0909658,0,199.9344522,0,289.8832245,0,4513.220533,0
1930.838115,0,350.4104137,0,866.4045209,0,962.3635725,0,204.1759269,0,298.1005568,0,4612.293106,0
1863.159572,0,335.3956617,0,838.7132476,0,935.767289,0,196.8743132,0,289.4406856,0,4459.350769,0
1747.035701,0,310.6157656,0,790.4275961,0,887.9870836,0,185.7566357,0,273.9298617,0,4195.752644,0
1657.146756,0,293.4149819,0,749.2487639,0,841.9406315,0,177.1104042,0,259.5789748,0,3978.440512,0
1755.285122,0,320.382982,0,781.363713,0,856.5352843,0,186.3999673,0,267.1603398,0,4167.127408,0
1763.371279,0,325.6317808,0,777.7024109,0,843.2636468,0,186.8767015,0,263.8559507,0,4160.70177,0
1725.51978,0,317.6418806,0,762.9814579,0,832.5553589,0,184.2846917,0,259.7439763,0,4082.727145,0
1577.549366,0,290.1745703,0,703.2835082,0,732.4380254,0,172.8719862,0,236.4912972,0,3712.808753,0
1514.99204,0,277.7976034,0,676.1312424,0,705.5391263,0,167.2075954,0,227.4555873,0,3569.123195,0
1459.257423,0,271.1399059,0,664.0728022,0,642.8936473,0,165.8012487,0,220.4771257,0,3423.642152,0
1418.464277,0,260.1242272,0,655.5863466,0,631.9213607,0,165.0803474,0,219.0926249,0,3350.269184,0
1413.626577,0,259.8097372,0,656.1724047,0,636.6840578,0,167.2803155,0,220.6367333,0,3354.209826,0
1447.691644,0,267.1964537,0,672.755818,0,657.0783084,0,172.4999913,0,226.5964349,0,3443.818651,0
1587.587267,0,295.4624244,0,731.1911517,0,723.5358118,0,186.488058,0,246.3519403,0,3770.616653,0
1749.779275,0,333.0075636,0,806.9499584,0,783.8543317,0,205.1324539,0,270.6005021,0,4149.324085,0
1869.64873,0,357.9288802,0,859.7407607,0,833.4347005,0,217.2805424,0,287.5919455,0,4425.62556,0
1792.94052,0,339.1599556,0,818.8567529,0,799.6881196,0,207.0602687,0,272.4902126,0,4230.195829,0
1754.199909,0,326.869005,0,804.7408901,0,795.6794781,0,203.4739603,0,269.0890368,0,4154.05228,0
1619.188395,0,285.0548138,0,746.8991659,0,784.01678,0,189.0543743,0,254.8553384,0,3879.068868,0
1726.48599,0,308.3867909,0,785.1829882,0,843.4262368,0,193.7364129,0,266.5294851,0,4123.747904,0
1942.793214,0,358.0962113,0,877.7850747,0,932.9884946,0,214.5156857,0,297.9608342,0,4624.139515,0
2005.238291,0,373.0102464,0,908.6644425,0,958.5655011,0,219.6392312,0,309.0089439,0,4774.126656,0
1983.128052,0,366.0785855,0,900.7091967,0,950.4593474,0,215.8787103,0,306.7399381,0,4722.99383,0
2130.109642,0,391.81255,0,957.8607832,0,1070.65488,0,225.2773446,0,330.7796235,0,5106.494824,0
2255.913895,0,420.0823979,0,1009.120917,0,1108.776366,0,235.9074125,0,346.2973323,0,5376.09832,0
2474.113507,0,466.4578216,0,1105.126855,0,1201.082399,0,256.6993086,0,378.6314875,0,5882.111378,0
2689.704719,0,510.6862511,0,1205.450566,0,1304.34297,0,278.7271702,0,413.9184429,0,6402.830119,0
2747.721536,0,521.4187961,0,1228.714496,0,1324.558989,0,282.8706769,0,421.0301507,0,6526.314645,0
2905.966189,0,552.3669516,0,1301.965197,0,1401.406308,0,298.4398354,0,446.7658366,0,6906.910317,0
2867.305729,0,541.9664074,0,1280.358704,0,1376.167735,0,292.1704394,0,438.1547229,0,6796.123737,0
2792.180936,0,522.9891012,0,1245.066886,0,1341.85583,0,283.0215234,0,425.8516479,0,6610.965924,0
2728.279718,0,514.0811331,0,1226.96762,0,1238.454183,0,281.0813618,0,413.6602517,0,6402.524266,0
2646.454508,0,494.1035238,0,1189.890526,0,1204.382614,0,271.8073076,0,401.0856119,0,6207.724092,0
2507.964313,0,478.258585,0,1137.9124,0,1113.856826,0,263.3015995,0,381.6231338,0,5882.916857,0
2360.544275,0,440.7864839,0,1062.561564,0,1042.390129,0,247.4348849,0,354.4606362,0,5508.177973,0
2316.240706,0,429.226061,0,1047.405547,0,1029.140955,0,244.6822993,0,349.3631652,0,5416.058734,0
2330.565676,0,431.9810491,0,1059.940224,0,1040.940524,0,248.1433145,0,353.3407508,0,5464.911539,0
2248.847365,0,411.5258629,0,1020.36269,0,1014.18783,0,238.576056,0,339.487923,0,5272.987727,0
2104.702092,0,379.292055,0,955.0100774,0,945.8745752,0,222.8735418,0,315.7784665,0,4923.530808,0
2051.649603,0,365.5930737,0,929.5739936,0,922.4615756,0,216.3951606,0,306.945692,0,4792.619099,0
2030.797986,0,359.4592209,0,922.883856,0,918.5222486,0,214.834229,0,305.7839257,0,4752.281466,0
1893.358258,0,327.6817857,0,864.7023144,0,870.1004999,0,201.9703777,0,287.8769705,0,4445.690207,0
1682.075143,0,271.8456395,0,768.8411427,0,817.5379307,0,179.6752578,0,260.1128384,0,3980.087953,0
1652.844552,0,270.5866444,0,738.9573488,0,820.8941626,0,172.5377448,0,250.9139359,0,3906.734388,0
1835.888908,0,312.5216599,0,831.743352,0,900.5357384,0,191.813088,0,283.8507398,0,4356.353486,0
1992.502678,0,347.4841355,0,909.9307984,0,965.79938,0,209.6560131,0,311.5228884,0,4736.895893,0
1932.141684,0,336.184626,0,884.4194444,0,939.6055464,0,204.3993525,0,303.5033664,0,4600.25402,0
1917.109756,0,331.4606248,0,867.6123097,0,982.7743643,0,198.9177232,0,301.7011453,0,4599.575923,0
1958.470822,0,344.9847763,0,882.8240747,0,986.1813944,0,203.1093892,0,305.4271609,0,4680.997617,0
1997.248249,0,356.7759665,0,893.6884813,0,989.4937389,0,206.0060426,0,307.585408,0,4750.797886,0
2002.58341,0,360.736053,0,894.624052,0,985.4995315,0,207.0408225,0,307.3562035,0,4757.840073,0
2064.474511,0,376.1070475,0,922.5513682,0,1011.620683,0,214.2625571,0,316.9251032,0,4905.94127,0
2183.717763,0,403.4456778,0,975.5425698,0,1063.137595,0,227.1515594,0,334.9234856,0,5187.918651,0
2414.82987,0,454.3663493,0,1077.798377,0,1164.304223,0,251.2306456,0,369.5653517,0,5732.094816,0
2528.349082,0,478.6560427,0,1124.001607,0,1209.223188,0,261.9140408,0,384.2526197,0,5986.39658,0
2518.376088,0,482.359202,0,1123.937839,0,1128.976049,0,264.0598054,0,377.0713254,0,5894.780309,0
2644.080132,0,506.5248866,0,1182.035195,0,1186.482546,0,276.4103208,0,396.992673,0,6192.525754,0
2698.688498,0,521.2931995,0,1207.964431,0,1190.644561,0,283.1408246,0,404.8395805,0,6306.571094,0
2758.497232,0,527.0371002,0,1230.547275,0,1211.724029,0,288.3751224,0,410.7422704,0,6426.923029,0
2743.963083,0,521.5716419,0,1223.938823,0,1209.630631,0,286.1731642,0,407.2315064,0,6392.508849,0
2806.966212,0,533.2846251,0,1253.657475,0,1241.734292,0,292.5230203,0,416.8809572,0,6545.046581,0
2794.45778,0,526.9810702,0,1243.091975,0,1243.393495,0,289.0235045,0,413.0270126,0,6509.974837,0
2787.085093,0,523.6261801,0,1239.445078,0,1243.127501,0,287.6146648,0,411.7017685,0,6492.600286,0
2668.413828,0,496.7227067,0,1183.19616,0,1193.322404,0,274.1718719,0,392.2230335,0,6208.050004,0
2638.238891,0,489.519998,0,1168.841739,0,1181.977119,0,271.1345669,0,387.2657564,0,6136.978071,0
2545.921485,0,468.0804547,0,1127.728629,0,1149.86464,0,262.603961,0,373.7689063,0,5927.968076,0
2292.33488,0,408.682321,0,1015.346093,0,1061.685311,0,237.9992636,0,337.8278408,0,5353.87571,0
2356.563938,0,424.1457117,0,1031.153697,0,1166.265725,0,240.4890104,0,350.4553733,0,5569.073455,0
2450.677268,0,446.2898376,0,1075.981771,0,1200.365612,0,248.2671983,0,365.9960628,0,5787.577749,0
2622.944588,0,481.7007318,0,1159.785923,0,1280.540035,0,266.0599261,0,396.2740158,0,6207.30522,0
2832.955538,0,524.1102624,0,1262.920949,0,1390.275839,0,288.9436148,0,434.3631783,0,6733.569381,0
3117.702041,0,584.1473152,0,1392.033481,0,1514.79533,0,317.0961118,0,478.4271812,0,7404.201461,0
3393.159375,0,640.7278443,0,1516.313968,0,1636.196667,0,343.7191661,0,520.6639337,0,8050.780954,0
3501.491848,0,661.8609266,0,1559.773352,0,1670.578468,0,351.5120531,0,533.5058024,0,8278.72245,0
3542.782104,0,667.1863272,0,1576.558756,0,1685.461464,0,353.4920131,0,538.5928673,0,8364.073532,0
3538.579129,0,664.1441739,0,1570.187758,0,1673.777265,0,350.716235,0,535.0438445,0,8332.448406,0
3526.852266,0,659.8248534,0,1561.73078,0,1661.578548,0,347.7878009,0,531.2068443,0,8288.981092,0
3492.484895,0,651.6629128,0,1541.64088,0,1635.97849,0,342.6150067,0,523.0063025,0,8187.388486,0
3474.239966,0,645.9292083,0,1533.456068,0,1629.717837,0,340.4851008,0,520.4666306,0,8144.294811,0
3356.600487,0,618.2971275,0,1484.244344,0,1585.350094,0,329.1747486,0,504.7480857,0,7878.414886,0
3215.109947,0,586.8812892,0,1416.581971,0,1513.118972,0,313.4590247,0,480.4842745,0,7525.635479,0
3173.49402,0,595.7381394,0,1404.740886,0,1492.509498,0,313.9554546,0,477.4102635,0,7457.848262,0
3231.850576,0,606.7609616,0,1433.218751,0,1527.202508,0,322.9185192,0,487.6718275,0,7609.623142,0
3161.590121,0,589.5736545,0,1400.092448,0,1496.828595,0,316.1612519,0,475.7062989,0,7439.952369,0
3180.662449,0,591.1994994,0,1411.952165,0,1516.782346,0,319.3423373,0,480.5325668,0,7500.471363,0
3343.088439,0,623.3279376,0,1490.36436,0,1605.096062,0,337.8267774,0,508.6727538,0,7908.37633,0
3398.568975,0,632.936509,0,1516.119573,0,1634.212115,0,343.773819,0,517.2465785,0,8042.857569,0
3532.065902,0,658.1891619,0,1582.329084,0,1710.314726,0,358.7384336,0,541.4356754,0,8383.072982,0
3512.919421,0,651.9006551,0,1573.842151,0,1705.651222,0,356.5892417,0,538.6455367,0,8339.548227,0
3308.741297,0,605.9359414,0,1477.71307,0,1612.621326,0,334.7648299,0,505.3168513,0,7845.093316,0
3045.649787,0,544.2816286,0,1359.674134,0,1510.241777,0,308.5858945,0,466.9967599,0,7235.429981,0
3253.888512,0,589.2118825,0,1455.485118,0,1623.687608,0,328.0293591,0,500.5799987,0,7750.882479,0
3522.39742,0,643.7559828,0,1571.638919,0,1726.184913,0,351.3816762,0,539.3058475,0,8354.664758,0
3652.801801,0,669.6997557,0,1626.967046,0,1772.521484,0,362.086572,0,557.4583653,0,8641.535023,0
3658.912094,0,668.4003271,0,1629.594439,0,1774.558238,0,361.196534,0,558.7029983,0,8651.364631,0
3718.310264,0,682.2229756,0,1648.38343,0,1777.530777,0,364.1199688,0,562.4327408,0,8753.000155,0
3932.204928,0,727.9792266,0,1743.35107,0,1865.327026,0,384.8736204,0,594.2549308,0,9247.990803,0
3986.891376,0,740.9697765,0,1762.397298,0,1869.467784,0,388.2700246,0,598.4050895,0,9346.401348,0
4119.725269,0,768.1749617,0,1823.135075,0,1929.924151,0,401.4810112,0,619.4762174,0,9661.916685,0
4214.782937,0,787.48894,0,1865.095057,0,1970.588874,0,410.5312435,0,633.6592769,0,9882.146328,0
4216.100914,0,786.4478412,0,1863.317213,0,1966.417944,0,409.3488496,0,632.4004817,0,9874.033244,0
4384.460222,0,819.2878556,0,1946.126829,0,2058.892848,0,427.6096236,0,662.9845746,0,10299.36195,0
4394.367534,0,818.9158321,0,1950.516411,0,2066.272806,0,428.0678085,0,664.7610197,0,10322.90141,0
4242.665882,0,795.1715537,0,1889.94285,0,1877.549982,0,417.5401614,0,633.3998077,0,9856.270236,0
4347.491873,0,814.5998929,0,1943.383969,0,1928.398711,0,429.3941247,0,652.6646708,0,10115.93324,0
4281.840312,0,827.2187807,0,1932.471154,0,1880.448618,0,431.3226961,0,648.4098655,0,10001.71143,0
4211.512598,0,811.6308007,0,1901.111907,0,1853.860111,0,425.6017352,0,637.3158604,0,9841.033012,0
3974.913192,0,757.7038103,0,1790.999054,0,1754.820446,0,400.2371895,0,598.9715651,0,9277.645257,0
3802.396328,0,719.0676961,0,1710.602337,0,1683.19553,0,382.0680062,0,571.0655648,0,8868.395462,0
3701.809162,0,694.1366251,0,1662.763128,0,1650.518149,0,371.3242094,0,555.3445314,0,8635.895805,0
3416.66985,0,635.6775524,0,1532.774982,0,1517.51996,0,342.8288493,0,509.0395516,0,7954.510745,0
3341.075128,0,620.5151635,0,1502.432467,0,1486.278588,0,337.6101606,0,498.7010925,0,7786.612599,0
3252.508883,0,603.0201594,0,1461.158591,0,1447.381391,0,330.2615169,0,484.363428,0,7578.693969,0
2969.884698,0,542.9749758,0,1327.484539,0,1327.972566,0,301.7549814,0,438.8098088,0,6908.881569,0
2647.213853,0,465.4335184,0,1176.304163,0,1225.38553,0,268.1963321,0,391.7986647,0,6174.332061,0
2689.897661,0,474.6774197,0,1186.227239,0,1252.176211,0,269.2562064,0,394.8066931,0,6267.04143,0
2972.31798,0,535.7253359,0,1319.699263,0,1365.787238,0,298.5499122,0,441.47366,0,6933.55339,0
3063.792216,0,555.7890136,0,1366.698049,0,1404.186372,0,308.6917282,0,458.9634779,0,7158.120857,0
2964.722653,0,534.1701081,0,1325.749313,0,1366.788247,0,298.6788398,0,446.6365409,0,6936.745701,0
3012.046216,0,539.0432278,0,1339.703417,0,1463.070903,0,298.7539005,0,458.3223573,0,7110.940021,0
3072.679241,0,554.7450774,0,1366.863309,0,1482.367218,0,304.8805359,0,467.2308666,0,7248.766248,0
3098.531355,0,562.675111,0,1375.453569,0,1484.618847,0,306.7170458,0,469.3955753,0,7297.391502,0
3079.922832,0,561.0329104,0,1365.674119,0,1469.644008,0,304.9497869,0,465.5693143,0,7246.79297,0
2990.573759,0,543.4610927,0,1325.607497,0,1427.32648,0,296.130054,0,451.8477197,0,7034.946603,0
2902.754375,0,526.8105653,0,1284.984564,0,1383.097714,0,287.4298176,0,437.5985597,0,6822.675595,0
3137.634343,0,578.9935209,0,1394.832873,0,1496.646869,0,313.7890691,0,476.5893012,0,7398.485977,0
3297.370011,0,612.4729573,0,1472.375127,0,1583.719471,0,332.1025241,0,505.1290639,0,7803.169154,0
3243.181106,0,608.9832082,0,1455.625784,0,1461.953584,0,331.4997649,0,490.9839333,0,7592.22738,0
3293.59944,0,617.7370634,0,1479.077683,0,1483.921275,0,336.3799373,0,498.8234046,0,7709.538803,0
3097.469943,0,596.8436525,0,1400.221701,0,1370.283559,0,321.42449,0,469.7287859,0,7255.972131,0
3022.59083,0,577.4404018,0,1363.137465,0,1336.257862,0,314.325907,0,456.2397169,0,7069.992183,0
2957.208111,0,560.1993397,0,1335.058572,0,1313.098898,0,308.3609642,0,447.1037407,0,6921.029626,0
2863.381818,0,537.7629164,0,1292.163018,0,1276.552092,0,298.6305157,0,432.7545371,0,6701.244897,0
2806.794505,0,522.3552855,0,1260.608756,0,1257.901852,0,291.0829834,0,422.2757058,0,6561.019088,0
2678.981215,0,497.0942939,0,1202.628071,0,1192.813908,0,278.571,0,401.3185224,0,6251.407011,0
2519.776183,0,463.2097766,0,1127.393298,0,1121.053922,0,261.7033728,0,375.1486302,0,5868.285182,0
2452.348117,0,448.7886228,0,1099.49847,0,1096.405323,0,256.1309545,0,366.4361668,0,5719.607654,0
2310.608646,0,417.3608197,0,1039.668699,0,1045.857377,0,243.561861,0,347.5666442,0,5404.624047,0
2039.85648,0,349.07257,0,919.7927421,0,971.0059722,0,215.7832893,0,311.4249469,0,4806.936001,0
2098.055493,0,367.865318,0,944.2494136,0,1018.868006,0,221.3675348,0,321.5095181,0,4971.915284,0
2109.961704,0,372.3528234,0,947.631713,0,1011.986965,0,219.7359186,0,321.3005673,0,4982.969691,0
1923.708761,0,331.4566517,0,864.7737952,0,931.6843466,0,199.4177861,0,293.9757188,0,4545.017059,0
1962.967685,0,336.2990711,0,912.5646854,0,983.357502,0,210.5043664,0,317.3419257,0,4723.035236,0
2279.191277,0,402.2232604,0,1053.204569,0,1201.117611,0,241.862484,0,372.8525372,0,5550.451739,0
2474.477149,0,450.46733,0,1134.737362,0,1266.516327,0,262.0595875,0,398.5528021,0,5986.810558,0
2667.427609,0,494.27449,0,1216.984432,0,1343.298474,0,281.1647267,0,425.4763255,0,6428.626057,0
2744.442823,0,512.7894997,0,1244.504868,0,1362.184088,0,287.70355,0,432.704239,0,6584.329068,0
2838.074686,0,532.5571775,0,1283.856996,0,1399.872714,0,296.3250786,0,445.3227648,0,6796.009416,0
3052.314665,0,576.4695565,0,1382.796245,0,1504.274664,0,318.2655473,0,479.9848301,0,7314.105509,0
3045.905865,0,573.5037526,0,1375.978004,0,1495.233213,0,315.5262372,0,476.4912768,0,7282.638348,0
2987.604054,0,558.7873332,0,1346.587605,0,1465.72354,0,307.6941546,0,465.6911026,0,7132.087789,0
2877.103279,0,542.2085666,0,1302.862732,0,1314.368909,0,300.1083299,0,441.9653065,0,6778.617123,0
3076.483795,0,582.5207744,0,1400.121346,0,1405.407733,0,321.9314371,0,476.1202868,0,7262.585373,0
